ICAO,Name,State/Territory,Country,Timezone,Latitude,Longitude
PAFA,Fairbanks International Airport,Alaska,United States,America/Anchorage,64.81510162,-147.8560028
KFRM,Fairmont Municipal Airport,Minnesota,United States,America/Chicago,43.64389,-94.41556
KFAR,Hector International Airport,North Dakota,United States,America/Chicago,46.92070007324219,-96.81580353
LPFR,Faro - Gago Coutinho International Airport,,Portugal,Europe/Lisbon,37.01440048,-7.965909958
KXNA,Northwest Arkansas National Airport,Arkansas,United States,America/Chicago,36.281898,-94.306801
KFYV,Drake Field,Arkansas,United States,America/Chicago,36.00510025024414,-94.17009735
KFHB,Fernandina Beach,Florida,United States,America/New_York,30.61194,-81.46111
KFIT,Fitchburg Municipal Airport,Massachusetts,United States,America/New_York,42.55410003662109,-71.75900269
KFLG,Flagstaff Pulliam Airport,Arizona,United States,America/Phoenix,35.13850021,-111.6709976
KFNT,Bishop International Airport,Michigan,United States,America/New_York,42.96540069580078,-83.74359894
LIRQ,"Florence Airport, Peretola",,Italy,Europe/Rome,43.810001,11.2051
KFLO,Florence Regional Airport,South Carolina,United States,America/New_York,34.18539810180664,-79.72389984
SBFL,Hercilio Luz International Airport,,Brazil,America/Sao_Paulo,-27.67027855,-48.55250168
SWOB,Fonte Boa Airport,,Brazil,America/Boa_Vista,-2.53260994,-66.08319855
SARF,Formosa National Airport,,Argentina,America/Cordoba,-26.2127,-58.2281
SBFZ,Pinto Martins International Airport,,Brazil,America/Fortaleza,-3.776279926,-38.5326004
TFFF,Martinique Aime Cesaire International Airport,,Martinique,America/Martinique,14.590999603271484,-61.00320053
KFOD,Fort Dodge Regional Airport,Iowa,United States,America/Chicago,42.55149841,-94.19259644
KFLL,Fort Lauderdale Hollywood International Airport,Florida,United States,America/New_York,26.072599411010746,-80.15270233
CYMM,Fort McMurray International Airport,Alberta,Canada,America/Edmonton,56.65330124,-111.2220001
KRSW,Southwest Florida International Airport,Florida,United States,America/New_York,26.53619956970215,-81.75520325
CYYE,Fort Nelson Airport,British Columbia,Canada,America/Vancouver,58.83639908,-122.5970001
KFPR,Treasure Coast International Airport,Florida,United States,America/New_York,27.49510002,-80.36830139
CYFS,Fort Simpson Airport,Northwest Territories,Canada,America/Edmonton,61.76020050048828,-121.2369995
KFSM,Fort Smith Regional Airport,Arkansas,United States,America/Chicago,35.33660125732422,-94.36740112
CYXJ,Fort St John / North Peace Regional Airport,British Columbia,Canada,America/Dawson_Creek,56.23809814453125,-120.7399979
KFWA,Fort Wayne International Airport,Indiana,United States,America/New_York,40.97850037,-85.19509888
KFTW,Fort Worth Meacham International Airport,Texas,United States,America/Chicago,32.81980133,-97.36239624
KFFT,Capital City Airport,Kentucky,United States,America/New_York,38.18249893,-84.90470123
EDDF,Frankfurt Main Airport,,Germany,Europe/Berlin,50.0333333,8.5705556
CYFC,Fredericton International Airport,New Brunswick,Canada,America/Halifax,45.868900299072266,-66.53720093
MYGF,Grand Bahama International Airport,,Bahamas,America/Nassau,26.55870056,-78.69560242
GFLL,Lungi International Airport,,Sierra Leone,Africa/Freetown,8.616439819335938,-13.19550037
KFAT,Fresno Yosemite International Airport,California,United States,America/Los_Angeles,36.77619934082031,-119.7180023
EDNY,Bodensee Airport Friedrichshafen,,Germany,Europe/Berlin,47.67129898,9.511489868
KVPS,Destin-Fort Walton Beach Airport,Florida,United States,America/Chicago,30.4832,-86.525398
RJFF,Fukuoka Airport,,Japan,Asia/Tokyo,33.585899353027344,130.4510040283203
ZSFY,Fuyang Xiguan Airport,,China,Asia/Shanghai,32.882157,115.734364
ZSFZ,Fuzhou Changle International Airport,,China,Asia/Shanghai,25.93510055541992,119.66300201416016
KGNV,Gainesville Regional Airport,Florida,United States,America/New_York,29.69009972,-82.27179718
PAGA,Edward G. Pitka Sr Airport,Alaska,United States,America/Anchorage,64.73619843,-156.9369965
CYQX,Gander International Airport,Newfoundland And Labrador,Canada,America/St_Johns,48.93690109,-54.56809998
ZSGZ,Ganzhou Huangjin Airport,,China,Asia/Shanghai,25.853333,114.778889
OEGS,Prince Naif bin Abdulaziz International Airport,,Saudi Arabia,Asia/Riyadh,26.30279922485352,43.77439880371094
EPGD,Gdansk Lech Waesa Airport,,Poland,Europe/Warsaw,54.37760162353516,18.46619987487793
LSGG,Geneva International Airport,,Switzerland,Europe/Paris,46.23809814453125,6.108950138092041
LIMJ,Genoa Cristoforo Colombo Airport,,Italy,Europe/Rome,44.4133,8.8375
MYEF,Exuma International Airport,,Bahamas,America/Nassau,23.56259918,-75.87799835
SYCJ,Cheddi Jagan International Airport,,Guyana,America/Guyana,6.498549938201904,-58.2541008
VVDB,Dien Bien Phu Airport,,Vietnam,Asia/Saigon,21.39749908,103.0080032
LXGB,Gibraltar Airport,,Gibraltar,Europe/Gibraltar,36.15119934,-5.34965992
LEGE,Girona-Costa Brava Airport,,Spain,Europe/Madrid,41.90100098,2.760550022
OEGN,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,,Saudi Arabia,Asia/Riyadh,16.901100158691406,42.58580017089844
KGGW,Glasgow Valley County Airport Wokal Field,Montana,United States,America/Denver,48.212501525878906,-106.6149979
EGPK,Glasgow Prestwick Airport,,United Kingdom,Europe/London,55.50939941,-4.586669922
EGPF,Glasgow Airport,,United Kingdom,Europe/London,55.87189865,-4.433060169
VOGO,Goa Dabolim International Airport,,India,Asia/Kolkata,15.3808,73.8271
SBGO,Santa Genoveva International Airport,,Brazil,America/Sao_Paulo,-16.63199997,-49.22069931
ZLGM,Golmud Airport,,China,Asia/Shanghai,36.4006,94.786102
CYYR,Goose Bay Airport,Newfoundland And Labrador,Canada,America/Halifax,53.31919861,-60.42580032
WAMG,Jalaluddin Airport,,Indonesia,Asia/Makassar,0.637118995,122.8499985
ESGG,Goteborg Landvetter Airport,,Sweden,Europe/Stockholm,57.66279984,12.27980042
MYEM,Governor's Harbour Airport,,Bahamas,America/Nassau,25.28470039,-76.33100128
KGCN,Grand Canyon National Park Airport,Arizona,United States,America/Phoenix,35.95240020751953,-112.1470032
MWCR,Owen Roberts International Airport,,Cayman Islands,America/Cayman,19.2928009,-81.35769653
CYQU,Grande Prairie Airport,Alberta,Canada,America/Edmonton,55.17969894,-118.8850021
KGFK,Grand Forks International Airport,North Dakota,United States,America/Chicago,47.949299,-97.176102
KGRI,Central Nebraska Regional Airport,Nebraska,United States,America/Chicago,40.96749877929688,-98.30960083
KGRR,Gerald R. Ford International Airport,Michigan,United States,America/New_York,42.88079834,-85.52279663
LOWG,Graz Airport,,Austria,Europe/Vienna,46.99110031,15.439599990844728
KGTF,Great Falls International Airport,Montana,United States,America/Denver,47.48199844,-111.3710022
KGRB,Austin Straubel International Airport,Wisconsin,United States,America/Chicago,44.48509979248047,-88.12960052
KGSO,Piedmont Triad International Airport,North Carolina,United States,America/New_York,36.097801208496094,-79.93730164
KGLH,Mid Delta Regional Airport,Mississippi,United States,America/Chicago,33.48289871,-90.98560333
KPGV,Pitt-Greenville Airport,North Carolina,United States,America/New_York,35.6352005,-77.38529968
KGMU,Greenville Downtown Airport,South Carolina,United States,America/New_York,34.84790039,-82.34999847
KGSP,Greenville-Spartanburg International Airport,South Carolina,United States,America/New_York,34.89569855,-82.21890259
KGWO,GreenwoodLeflore Airport,Mississippi,United States,America/Chicago,33.49430084,-90.08470154
EHGG,Groningen Airport Eelde,,Netherlands,Europe/Amsterdam,53.11970139,6.579440117
KGON,Groton New London Airport,Connecticut,United States,America/New_York,41.33010101,-72.04509735
MMGL,Guadalajara International Airport,,Mexico,America/Mexico_City,20.52179908752441,-103.310997
PGUM,Antonio B. Won Pat International Airport,,Guam,Pacific/Guam,13.48340034,144.7960052
ZGGG,Guangzhou Baiyun International Airport,,China,Asia/Shanghai,23.39240074157715,113.29900360107422
MGGT,La Aurora International Airport,,Guatemala,America/Guatemala,14.58329963684082,-90.52749634
SEGU,Jose Joaquin de Olmedo International Airport,,Ecuador,America/Guayaquil,-2.15741992,-79.88359833
SLGY,Capitan de Av. Emilio Beltran Airport,,Bolivia,America/La_Paz,-10.82059956,-65.34559631
EGJB,Guernsey Airport,,Guernsey,Europe/Guernsey,49.435001373291016,-2.601969957
ZGKL,Guilin Liangjiang International Airport,,China,Asia/Shanghai,25.21809959411621,110.03900146484376
ZUGY,Guiyang Longdongbao International Airport,,China,Asia/Shanghai,26.53849983215332,106.8010025024414
KGPT,Gulfport Biloxi International Airport,Mississippi,United States,America/Chicago,30.40730094909668,-89.07009888
KGUC,Gunnison Crested Butte Regional Airport,Colorado,United States,America/Denver,38.53390121,-106.9329987
OEGT,Gurayat Domestic Airport,,Saudi Arabia,Asia/Riyadh,31.412413,37.278898
RKJJ,Gwangju Airport,,South Korea,Asia/Seoul,35.12639999,126.8089981
ZJHK,Haikou Meilan International Airport,,China,Asia/Shanghai,19.93490028381348,110.45899963378906
ZYMD,Mudanjiang Hailang International Airport,,China,Asia/Shanghai,44.52410126,129.5690002
ZBLA,Hulunbuir Hailar Airport,,China,Asia/Shanghai,49.20500183,119.8249969
OEHL,Ha'il Airport,,Saudi Arabia,Asia/Riyadh,27.437901,41.686298
VVCI,Cat Bi International Airport,,Vietnam,Asia/Saigon,20.81940078735352,106.7249984741211
CYHZ,Halifax / Stanfield International Airport,Nova Scotia,Canada,America/Halifax,44.88079834,-63.50859833
EDDH,Hamburg Helmut Schmidt Airport,,Germany,Europe/Berlin,53.63040161,9.988229752
TXKF,L.F. Wade International Airport,,Bermuda,Atlantic/Bermuda,32.36399841308594,-64.67870331
YBHM,Hamilton Island Airport,Queensland,Australia,Australia/Brisbane,-20.35810089,148.9519959
CYHM,John C. Munro Hamilton International Airport,Ontario,Canada,America/Toronto,43.17359924,-79.93499756
KCMX,Houghton County Memorial Airport,Michigan,United States,America/New_York,47.168399810791016,-88.4890976
ZBHD,Handan Airport,,China,Asia/Shanghai,36.52583333,114.4255556
ZSHC,Hangzhou Xiaoshan International Airport,,China,Asia/Shanghai,30.22949981689453,120.43399810791016
EDDV,Hannover Airport,,Germany,Europe/Berlin,52.46110153,9.685079575
VVNB,Noi Bai International Airport,,Vietnam,Asia/Saigon,21.221200942993164,105.80699920654295
FVRG,Harare,,Zimbabwe,Africa/Harare,-17.93,31.094
ZYHB,Harbin Taiping International Airport,,China,Asia/Shanghai,45.62340164,126.25
KHRL,Valley International Airport,Texas,United States,America/Chicago,26.228500366210938,-97.65440369
KMDT,Harrisburg International Airport,Pennsylvania,United States,America/New_York,40.19350052,-76.76339722
ENEV,Harstad/Narvik Airport,,Norway,Europe/Oslo,68.49130249,16.67810059
KBDL,Bradley International Airport,Connecticut,United States,America/New_York,41.93889999,-72.68319702
TNCC,Hato International Airport,,Curacao,America/Curacao,12.1889,-68.959801
KPIB,Hattiesburg Laurel Regional Airport,Mississippi,United States,America/Chicago,31.467100143432617,-89.33709717
ENHD,"Haugesund Airport, Karmy",,Norway,Europe/Oslo,59.34529877,5.208360195
MUHA,Jose Marti International Airport,,Cuba,America/Havana,22.989200592041016,-82.40910339
KHDN,Yampa Valley Airport,Colorado,United States,America/Denver,40.48120117,-107.2180023
ZSOF,Hefei Xinqiao International Airport,,China,Asia/Shanghai,31.780000686645508,117.2979965209961
ZYHE,Heihe Aihui Airport,,China,Asia/Shanghai,50.17162094,127.3088837
KHLN,Helena Regional Airport,Montana,United States,America/Denver,46.60680008,-111.9830017
EFHK,Helsinki Vantaa Airport,,Finland,Europe/Helsinki,60.31719971,24.9633007
ZGHY,Hengyang Nanyue Airport,,China,Asia/Shanghai,26.9053,112.627998
LGIR,Heraklion International Nikos Kazantzakis Airport,,Greece,Europe/Athens,35.33969879,25.18029976
MMHO,General Ignacio L. Pesqueira International Airport,,Mexico,America/Hermosillo,29.095899581900003,-111.0479965
TLPL,Hewanorra International Airport,,Saint Lucia,America/St_Lucia,13.7332,-60.952599
KHIB,Range Regional Airport,Minnesota,United States,America/Chicago,47.38660049,-92.83899689
KHKY,Hickory Regional Airport,North Carolina,United States,America/New_York,35.74110031,-81.38950348
PHTO,Hilo International Airport,Hawaii,United States,Pacific/Honolulu,19.721399307250977,-155.0480042
KHXD,Hilton Head Airport,South Carolina,United States,America/New_York,32.22439957,-80.69750214
RJOA,Hiroshima Airport,,Japan,Asia/Tokyo,34.43610001,132.9190063
YMHB,Hobart International Airport,Tasmania,Australia,Australia/Melbourne,-42.83610153,147.5099945
VVTS,Tan Son Nhat International Airport,,Vietnam,Asia/Saigon,10.81879997,106.6520004
ZBHH,Hohhot Baita International Airport,,China,Asia/Shanghai,40.85139847,111.8239975
PAHO,Homer Airport,Alaska,United States,America/Anchorage,59.645599365234375,-151.477005
VHHH,Hong Kong International Airport,,Hong Kong,Asia/Hong_Kong,22.30890083,113.9150009
VHHX,Hong Kong,,Hong Kong,Asia/Hong_Kong,22.32861,114.19417
AGGH,Honiara International Airport,,Solomon Islands,Pacific/Guadalcanal,-9.42800045,160.0549927
PHNL,Daniel K. Inouye International Airport,Hawaii,United States,Pacific/Honolulu,21.31870079040528,-157.9219971
KHQM,Bowerman Airport,Washington,United States,America/Los_Angeles,46.97119904,-123.9369965
ZWTN,Hotan Airport,,China,Asia/Shanghai,37.03850173950195,79.86489868164062
KHUL,Houlton International Airport,Maine,United States,America/New_York,46.12310028,-67.792099
KIAH,George Bush Intercontinental Airport,Texas,United States,America/Chicago,29.984399795532227,-95.34140015
KHOU,William P. Hobby Airport,Texas,United States,America/Chicago,29.64539909,-95.27890015
ZSSH,Huai'an Lianshui Airport,,China,Asia/Shanghai,33.79056,119.125
ZSLQ,Taizhou Luqiao Airport,,China,Asia/Shanghai,28.56220054626465,121.4290008544922
ZLHX,Huatugou Airport,,China,Asia/Shanghai,38.201984,90.841495
MMBT,Bahias de Huatulco International Airport,,Mexico,America/Mexico_City,15.77530002593994,-96.26260376
VVPB,Phu Bai International Airport,,Vietnam,Asia/Saigon,16.401500701899998,107.7030029
ZGHZ,Huizhou Pingtan Airport,,China,Asia/Shanghai,23.04833,114.60028
EGNJ,Humberside Airport,,United Kingdom,Europe/London,53.57440185546875,-0.350832999
KHTS,Tri-State Airport / Milton J. Ferguson Field,West Virginia,United States,America/New_York,38.36669922,-82.55799866
KHSV,Huntsville International Airport,Alabama,United States,America/Chicago,34.6371994,-86.77510071
KHON,Huron Regional Airport,South Dakota,United States,America/Chicago,44.38520050048828,-98.22850037
KHYA,Cape Cod Gateway Airport,Massachusetts,United States,America/New_York,41.66930008,-70.28040314
VOHY,Begumpet Airport,,India,Asia/Calcutta,17.4531002,78.46759796
VOHS,Rajiv Gandhi International Airport,,India,Asia/Kolkata,17.2406,78.4289
LRIA,Iasi International Airport,,Romania,Europe/Bucharest,47.17850112915039,27.62059975
LEIB,Ibiza Airport,,Spain,Europe/Madrid,38.8728981,1.3731199502899998
KIDA,Idaho Falls Regional Airport,Idaho,United States,America/Denver,43.51459884643555,-112.0709991
SARI,Cataratas Del Iguazu International Airport,,Argentina,America/Cordoba,-25.73730087,-54.47340012
SBFI,Cataratas International Airport,,Brazil,America/Sao_Paulo,-25.60027885,-54.48500061
SBIL,Bahia - Jorge Amado Airport,,Brazil,America/Fortaleza,-14.81599998,-39.03319931
PAIL,Iliamna Airport,Alaska,United States,America/Anchorage,59.75439835,-154.9109955
KIPL,Imperial County Airport,California,United States,America/Los_Angeles,32.834201812699995,-115.5790024
KIND,Indianapolis International Airport,Indiana,United States,America/New_York,39.7173,-86.294403
LOWI,Innsbruck Airport,,Austria,Europe/Vienna,47.260201,11.344
KINL,Falls International Airport,Minnesota,United States,America/Chicago,48.566200256347656,-93.40309906
EGPE,Inverness Airport,,United Kingdom,Europe/London,57.54249954223633,-4.047500134
KIYK,Inyokern Airport,California,United States,America/Los_Angeles,35.65879822,-117.8300018
SPQT,Coronel FAP Francisco Secada Vignetta International Airport,,Peru,America/Lima,-3.784739971,-73.30879974
KIWD,Gogebic Iron County Airport,Michigan,United States,America/Menominee,46.525298,-90.131578
TJVQ,Antonio Rivera Rodriguez Airport,,Puerto Rico,America/Puerto_Rico,18.13472,-65.49389
OPRN,PAF Base Nur Khan (Benazir Bhutto International Airport),,Pakistan,Asia/Karachi,33.61669922,73.09919738769531
OPIS,Islamabad International Airport,,Pakistan,Asia/Karachi,33.54908,72.82565
KISP,Long Island MacArthur Airport,New York,United States,America/New_York,40.79520035,-73.10019684
LTBA,Istanbul Ataturk Airport,,Turkey,Europe/Istanbul,40.97689819,28.81459999
LTFM,Istanbul Airport,,Turkey,Europe/Istanbul,41.2629,28.7413
KITH,Ithaca Tompkins Regional Airport,New York,United States,America/New_York,42.49100112915039,-76.45839691
MMZH,Ixtapa-Zihuatanejo International Airport,,Mexico,America/Mexico_City,17.60160065,-101.4609985
LTBJ,Adnan Menderes International Airport,,Turkey,Europe/Istanbul,38.29240036,27.15699959
KHKS,Hawkins Field,Mississippi,United States,America/Chicago,32.33472,-90.2225
KJAC,Jackson Hole Airport,Wyoming,United States,America/Denver,43.6072998,-110.737999
KJXN,Jackson County Airport/Reynolds Field,Michigan,United States,America/New_York,42.25979996,-84.45939636
KJAN,Jackson-Medgar Wiley Evers International Airport,Mississippi,United States,America/Chicago,32.31119919,-90.07589722
KMKL,McKellar-Sipes Regional Airport,Tennessee,United States,America/Chicago,35.59989929,-88.91560364
KJAX,Jacksonville International Airport,Florida,United States,America/New_York,30.49410057067871,-81.68789673
WIHH,Halim Perdanakusuma International Airport,,Indonesia,Asia/Jakarta,-6.266610146,106.89099884033205
WIII,Soekarno-Hatta International Airport,,Indonesia,Asia/Jakarta,-6.12556982,106.6559982
KJMS,Jamestown Regional Airport,North Dakota,United States,America/Chicago,46.92969894,-98.67819977
KJVL,Southern Wisconsin Regional Airport,Wisconsin,United States,America/Chicago,42.62030029,-89.04160309
OIZJ,Jask Airport,,Iran,Asia/Tehran,25.63333,57.76667
WAJJ,Dortheys Hiyo Eluay International Airport,,Indonesia,Asia/Jayapura,-2.576950073,140.51600646972656
OEJN,King Abdulaziz International Airport,,Saudi Arabia,Asia/Riyadh,21.6796,39.156502
RKPC,Jeju International Airport,,South Korea,Asia/Seoul,33.51129913330078,126.49299621582033
EGJJ,Jersey Airport,,Jersey,Europe/Jersey,49.20790100097656,-2.195509911
ZYJD,Daxing'anling Elunchun Airport,,China,Asia/Shanghai,50.37139,124.1175
ZYJM,Jiamusi Songjiang International Airport,,China,Asia/Shanghai,46.84339904789999,130.4649963
ZLJQ,Jiayuguan International Airport,,China,Asia/Shanghai,39.856899,98.3414
ZSJN,Jinan Yaoqiang International Airport,,China,Asia/Shanghai,36.857200622558594,117.21600341796876
ZLJC,Jinchang Jinchuan Airport,,China,Asia/Shanghai,38.54194,102.34778
ZSJA,Jian,,China,Asia/Shanghai,26.8575,114.73722
ZPJH,Xishuangbanna Gasa International Airport,,China,Asia/Shanghai,21.97389984,100.76000213623048
ZYJZ,Jinzhou Bay Airport,,China,Asia/Shanghai,41.10139846801758,121.06199645996094
ZYJX,Jixi Xingkaihu Airport,,China,Asia/Shanghai,45.293,131.193
SBJP,Presidente Castro Pinto International Airport,,Brazil,America/Fortaleza,-7.145833015,-34.94861221
VIJO,Jodhpur Airport,,India,Asia/Calcutta,26.251100540161133,73.04889678955078
FAOR,O.R. Tambo International Airport,,South Africa,Africa/Johannesburg,-26.13264,28.23862
SBJU,Orlando Bezerra de Menezes Airport,,Brazil,America/Fortaleza,-7.218959808,-39.27009964
HJJJ,Juba International Airport,,South Sudan,Africa/Juba,4.872010231,31.60110092
SASJ,Gobernador Horacio Guzman International Airport,,Argentina,America/Jujuy,-24.39279938,-65.09780121
PAJN,Juneau International Airport,Alaska,United States,America/Anchorage,58.35499954223633,-134.576004
OAKB,Kabul International Airport,,Afghanistan,Asia/Kabul,34.56589889526367,69.21230316
RJFK,Kagoshima Airport,,Japan,Asia/Tokyo,31.80340003967285,130.7189941
PHOG,Kahului International Airport,Hawaii,United States,Pacific/Honolulu,20.89859962463379,-156.4299927
KAZO,Kalamazoo/Battle Creek International Airport,Michigan,United States,America/New_York,42.234901428222656,-85.55210114
YPKG,Kalgoorlie Boulder Airport,Western Australia,Australia,Australia/Perth,-30.7894001,121.461998
KGPI,Glacier Park International Airport,Montana,United States,America/Denver,48.31050109863281,-114.2559967
CYKA,Kamloops John Moose Fulton Field Regional Airport,British Columbia,Canada,America/Vancouver,50.70220184,-120.4440002
OAKN,Ahmad Shah Baba International Airport,,Afghanistan,Asia/Kabul,31.505800247192383,65.84780121
BGSF,Kangerlussuaq International Airport,,Greenland,America/Godthab,67.0122219,-50.71160316
DNKN,Mallam Aminu Kano International Airport,,Nigeria,Africa/Lagos,12.047599792480469,8.524620056152344
KMCI,Kansas City International Airport,Missouri,United States,America/Chicago,39.2976,-94.713898
RCKH,Kaohsiung International Airport,,Taiwan,Asia/Taipei,22.57710075378418,120.3499984741211
OPKC,Jinnah International Airport,,Pakistan,Asia/Karachi,24.9065,67.160797
ZWKM,Karamay Airport,,China,Asia/Shanghai,45.46655,84.9527
YPKA,Karratha Airport,Western Australia,Australia,Australia/Perth,-20.71220016,116.7730026
ZWSH,Kashgar Laining International Airport,,China,Asia/Shanghai,39.54290009,76.01999664
VNKT,Tribhuvan International Airport,,Nepal,Asia/Katmandu,27.69659996,85.35910034179999
KEEN,Dillant Hopkins Airport,New Hampshire,United States,America/New_York,42.898399353027344,-72.27079773
BIKF,Keflavik International Airport,,Iceland,Atlantic/Reykjavik,63.98500061,-22.60560036
CYLW,Kelowna International Airport,British Columbia,Canada,America/Vancouver,49.95610046,-119.3779984
PAEN,Kenai Municipal Airport,Alaska,United States,America/Anchorage,60.57310104370117,-151.2449951
WAWW,Haluoleo Airport,,Indonesia,Asia/Makassar,-4.081610203,122.41799926757812
PAKT,Ketchikan International Airport,Alaska,United States,America/Anchorage,55.35559845,-131.7140045
KEYW,Key West International Airport,Florida,United States,America/New_York,24.55610084533692,-81.75959778
HSSK,Khartoum International Airport,,Sudan,Africa/Khartoum,15.589500427246094,32.553199768066406
HRYR,Kigali International Airport,,Rwanda,Africa/Kigali,-1.968629956,30.13949966
HTKJ,Kilimanjaro International Airport,,Tanzania,Africa/Dar_es_Salaam,-3.429409981,37.07450104
KGRK,Killeen Regional Airport / Robert Gray Army Airfield,Texas,United States,America/Chicago,31.06719971,-97.8289032
KILE,Skylark Field,Texas,United States,America/Chicago,31.08583,-97.68639
KIGM,Kingman Airport,Arizona,United States,America/Phoenix,35.25944,-113.93806
PAKN,King Salmon Airport,Alaska,United States,America/Anchorage,58.67679977,-156.6490021
KIMT,Ford Airport,Michigan,United States,America/Chicago,45.81840134,-88.11450195
MKJP,Norman Manley International Airport,,Jamaica,America/Jamaica,17.935699462890625,-76.78749847
FZAA,Ndjili International Airport,,Democratic Republic Of The Congo,Africa/Kinshasa,-4.385749817,15.44460011
KISO,Kinston Regional Jetport At Stallings Field,North Carolina,United States,America/New_York,35.33140183,-77.6088028
ENKR,"Kirkenes Airport, Hybuktmoen",,Norway,Europe/Oslo,69.72579956,29.8913002
ESNQ,Kiruna Airport,,Sweden,Europe/Stockholm,67.8219986,20.33679962
HKKI,Kisumu International Airport,,Kenya,Africa/Nairobi,-0.086139001,34.72890090942383
CYKF,Region of Waterloo International Airport,Ontario,Canada,America/Toronto,43.46080017,-80.37860107
LOWK,Klagenfurt Airport,,Austria,Europe/Vienna,46.642502,14.3377
KLMT,Crater Lake-Klamath Regional Airport,Oregon,United States,America/Los_Angeles,42.15610122680664,-121.7330017
KTYS,McGhee Tyson Airport,Tennessee,United States,America/New_York,35.81100082,-83.9940033
VOCI,Cochin International Airport,,India,Asia/Calcutta,10.15200043,76.40190124510002
PADQ,Kodiak Airport,Alaska,United States,America/Anchorage,57.75,-152.4940033
EDDK,Cologne Bonn Airport,,Germany,Europe/Berlin,50.86589813,7.142739773
RJNK,Komatsu Airport / JASDF Komatsu Air Base,,Japan,Asia/Tokyo,36.39459991455078,136.40699768066406
PHKO,Ellison Onizuka Kona International Airport at Keahole,Hawaii,United States,Pacific/Honolulu,19.738800048828125,-156.0460052
ZWKL,Korla Licheng Airport,,China,Asia/Shanghai,41.69779968261719,86.12889862060547
PTRO,Roman Tmetuchl International Airport,,Palau,Pacific/Palau,7.367650032043457,134.54400634765625
LGKO,"Kos International Airport ""Ippokratis""",,Greece,Europe/Athens,36.79330062866211,27.091699600219727
LZKZ,Kosice International Airport,,Slovakia,Europe/Bratislava,48.66310119628906,21.241100311279297
WBKK,Kota Kinabalu International Airport,,Malaysia,Asia/Kuala_Lumpur,5.9372100830078125,116.0510025024414
PAOT,Ralph Wien Memorial Airport,Alaska,United States,America/Anchorage,66.88469696,-162.598999
EPKK,Krakow John Paul II International Airport,,Poland,Europe/Warsaw,50.07770156860352,19.784799575805664
ENCN,Kristiansand Airport,,Norway,Europe/Oslo,58.204200744628906,8.085370063781738
ENKB,"Kristiansund Airport, Kvernberget",,Norway,Europe/Oslo,63.11180115,7.824520111
WMKK,Kuala Lumpur International Airport,,Malaysia,Asia/Kuala_Lumpur,2.745579958,101.7099991
BGKK,Kulusuk Airport,,Greenland,America/Nuuk,65.57361,-37.12361
RJFT,Kumamoto Airport,,Japan,Asia/Tokyo,32.83729934692383,130.85499572753906
ZPPP,Kunming Changshui International Airport,,China,Asia/Shanghai,25.1019444,102.9291667
ZPPZ,Kunming,,China,Asia/Shanghai,24.99222,102.74333
YPKU,East Kimberley Regional (Kununurra) Airport,Western Australia,Australia,Australia/Perth,-15.77810001,128.7079926
WATT,El Tari Airport,,Indonesia,Asia/Makassar,-10.17160034,123.6709976196289
RJCK,Kushiro Airport,,Japan,Asia/Tokyo,43.04100037,144.1929932
OKKK,Kuwait International Airport,,Kuwait,Asia/Kuwait,29.21667,47.98333
UKBB,Boryspil International Airport,,Ukraine,Europe/Kiev,50.345001220703125,30.894699096679688
KLCI,Laconia Municipal Airport,New Hampshire,United States,America/New_York,43.572701,-71.4189
LECO,A Coruna Airport,,Spain,Europe/Madrid,43.30210113525391,-8.377260208
KLSE,La Crosse Regional Airport,Wisconsin,United States,America/Chicago,43.879002,-91.256699
KLAF,Purdue University Airport,Indiana,United States,America/New_York,40.41230010986328,-86.93689728
KLFT,Lafayette Regional Airport,Louisiana,United States,America/Chicago,30.20529938,-91.98760223
DNMM,Murtala Muhammed International Airport,,Nigeria,Africa/Lagos,6.5773701667785645,3.321160078048706
OPLA,Allama Iqbal International Airport,,Pakistan,Asia/Karachi,31.52160072,74.40360260009766
LPLA,Lajes Airport,,Portugal,Atlantic/Azores,38.76179886,-27.09079933
KLCH,Lake Charles Regional Airport,Louisiana,United States,America/Chicago,30.126100540161133,-93.22329712
KLCQ,Lake City Gateway Airport,Florida,United States,America/New_York,30.18199921,-82.57689667
KTVL,Lake Tahoe Airport,California,United States,America/Los_Angeles,38.89390182495117,-119.9950027
LICA,Lamezia Terme Sant'Eufemia International Airport,,Italy,Europe/Rome,38.905399,16.2423
ZPJM,Lancang Jingmai Airport,,China,Asia/Shanghai,22.41583,99.78639
KLAN,Capital Region International Airport,Michigan,United States,America/New_York,42.77870178222656,-84.58740234
ZLLL,Lanzhou Zhongchuan International Airport,,China,Asia/Shanghai,36.51520157,103.6200027
SLLP,El Alto International Airport,,Bolivia,America/La_Paz,-16.51329994,-68.19229889
MMLP,Manuel Marquez de Leon International Airport,,Mexico,America/Mazatlan,24.0727005,-110.3619995
KLRD,Laredo International Airport,Texas,United States,America/Chicago,27.543800354003903,-99.46160126
SANL,Capitan V A Almonacid Airport,,Argentina,America/Argentina/La_Rioja,-29.38159943,-66.79579926
LCLK,Larnaca International Airport,,Cyprus,Asia/Nicosia,34.875099182128906,33.624900817871094
MDLR,Casa De Campo International Airport,,Dominican Republic,America/Santo_Domingo,18.45070075988769,-68.91179657
